count	reward_sum	squared_reward_sum	length
656	210.90508628111837	53.54993661164408	1066
657	43.18965675241225	10034.18395119474	731
658	-85.37509496991997	10002.845855938134	140
659	65.63148997809355	10040.688801647972	819
660	-10.733387230768926	10019.339054519483	556
661	-2.4384260059967318	10024.37394791258	489
662	220.16784004504473	59.24147522193898	968
663	83.69041753681435	10044.723926408198	1051
664	212.67268311256709	54.18293231243838	1037
665	-51.18215189606884	10018.75495429539	266
666	-29.31616131681517	10019.563927194795	327
667	47.25434743325846	10033.519455289934	794
668	0.36222652273573885	10027.377034282039	652
669	29.25722453512435	10035.073327564549	596
670	183.015066425263	51.87828877568801	1368
671	213.9096703791337	52.764125482769145	1050
672	213.1158603907143	53.97717777787182	1057
673	-57.086731501266385	10012.074254408964	316
674	84.56824097655172	10045.954037210578	895
675	-56.93231824048089	10010.861143712065	255
676	-87.28463929521503	10002.728042317707	128
677	205.00691826345826	48.139374459856185	1109
678	91.56455273053624	10051.413484250279	889
679	-79.03013404991253	10005.815858768201	174
680	206.19459221345738	52.27743309400519	1124
681	-50.309034349505254	10012.512656755673	341
682	209.76053866054116	51.38968418245141	1086
683	209.37491825757306	52.4623858420678	1088
684	29.463361724022775	10033.20049302819	648
685	214.6521092451389	54.75396850863006	1008
686	210.85900348737115	50.67507979930963	1076
687	-37.039215327337814	10020.08634006208	523
688	213.49027535291512	54.12348407025095	1000
689	212.38447181363196	52.72389546020397	1016
690	-1.491958937253628	10025.393052658372	556
691	-83.88989700185695	10004.582523393798	195
692	-45.116397522197545	10013.722384910494	323
693	2.4385361416419613	10026.841900707346	581
694	45.03581822271286	10043.343969726475	847
695	-23.986490727275523	10020.90456655912	382
696	210.2650993147842	52.75762287676453	1047
697	71.37514588104429	10042.079417675686	924
698	-88.72107023145959	10002.99069877575	133
699	5.160427583109794	10026.169728178256	618
700	207.12220787337716	56.927061537573316	1133
701	-62.432620550217024	10010.802526478661	200
702	89.17379985109346	10045.327012974669	1027
703	47.958129497068825	10040.176740526485	918
704	-71.80747346300896	10006.382764088667	200
705	6.908652680259223	10026.962809048326	561
706	-45.07009359181342	10013.893386910866	302
707	207.08008128222426	53.328349356732524	1111
708	202.85862253793792	49.24821171687253	1100
709	-73.74886581736862	10006.764572118507	194
710	213.51055776089743	54.905437956528054	1004
711	-44.199636652599374	10016.297230482787	280
712	24.299843703366193	10029.545711523657	822
713	-87.01522365936798	10003.10393720256	134
714	216.6121323429621	55.36451125597593	992
715	209.11975465120324	53.40110370309664	1075
716	213.20522351108218	53.885238660633455	1018
717	108.00945563916898	10054.896948125212	950
718	216.7669429855419	55.22761249433907	1011
719	216.1485482189207	54.37934748892763	1013
720	210.45303259138976	52.26179004419345	1050
721	80.97352071919582	10046.881417438182	878
722	-43.77665966894709	10013.965868920373	315
723	-62.76378876179985	10008.136560461238	277
724	-42.19029907850131	10013.215540090941	353
725	-2.336812804024305	10023.207242288709	533
726	-109.65556812478974	10008.933536995739	300
727	-15.387464340692418	10021.595916564085	498
728	215.74607463085277	57.2960267407586	958
729	215.72312905607004	58.10849410102195	971
730	212.89124155020727	53.79598662236367	1016
731	203.1767187565179	47.96763993766361	1111
732	204.32745745617697	47.893782839184745	1162
733	199.67242584945268	43.21213787403248	1190
734	215.04156062785253	54.99542607835566	988
735	211.92185654527495	54.0189208727652	1030
736	214.2226052668016	55.01074187245678	998
737	213.39624076710874	55.146330164081895	1021
738	203.54517013069793	47.63180688526048	1136
739	205.9865997479106	53.236091523057034	1134
740	212.6538639933779	51.908850404347355	1035
741	211.68656018151825	52.88704075151528	1017
742	212.3260725935532	55.95881222201838	997
743	3.564787855707962	10029.90490492031	644
744	211.63819020331835	52.88182362955686	1014
745	-51.345777852848386	10014.328543915237	245
746	205.08724172525427	49.32384708890027	1128
747	-57.26282797238047	10009.62607196776	267
748	209.47322037888142	51.899884627141304	1035
749	201.83129658228006	51.415248448619494	1206
750	-55.11400527776135	10015.282316745224	356
751	-2.12280792057706	10024.047503646783	481
752	215.31885959543803	55.86908820354713	987
753	91.74897071724865	10050.68559493824	860
754	215.6467629099159	58.7633587761833	984
755	-47.02763932535949	10025.838870696885	877
756	22.928336057184254	10034.884545966952	519
757	216.21130231877922	60.79762694126081	956
758	70.73133688483662	10042.54953788228	814
759	-30.862956312472363	10016.181949756647	379
760	212.67757589011188	54.82295474052992	1015
761	211.25055266222367	48.72632592370047	1095
762	-85.9512421760928	10004.560786416527	156
763	91.93642593324861	10053.5709782342	979
764	212.63647894034895	53.70681107182603	1014
765	208.4430642583323	54.06125221420005	1075
766	210.98130550764952	54.21433609045666	1024
767	-1.5190568007747487	10032.666735267001	503
768	-20.222742983279772	10019.080265771374	442
769	208.45207026482015	50.54597797294716	1062
770	209.28439411723346	52.718049106016295	1062
771	53.267495887249936	10037.878832039527	772
772	217.02564336217588	56.68514447069319	959
773	-80.7021237616122	10004.424003528386	138
774	70.77830143083358	10042.754389731625	837
775	-45.04506327600374	10013.81618173123	320
776	32.3681244314983	10034.712878045735	630
777	103.21825968654281	10053.918799650004	972
778	27.29347921975895	10037.771007443062	670
779	-126.63956394098449	25.711896826428703	2000
780	-3.4271657847781256	10023.655479737788	529
781	214.36843381137228	56.62570933247526	975
782	220.08200214318109	60.47615876593278	930
783	105.4239380148901	10055.838657169334	988
784	206.52729341707052	52.272409610100986	1110
785	212.99892873259432	53.216283621318894	1002
786	-73.16878726389056	10008.650236554893	293
787	23.227174604341783	10030.226498376845	650
788	217.4596455862601	58.25854330601714	974
789	214.53863156285624	56.50617759988231	999
790	-18.95900095382909	10020.438345716866	396
791	-41.71850725994761	10013.793160058498	339
792	212.92953142828483	52.48290662128305	1031
793	216.3191378671066	55.38164854583009	985
794	211.86324059065183	53.17952308194613	1001
795	-19.189975403549255	10023.917197833098	352
796	213.31812359664468	57.43254674009575	997
797	-8.644271641171969	10028.29862771832	433
798	73.29111190273301	10041.835562167118	921
799	211.01488609643366	55.23933753829966	1028
800	52.11195894117208	10040.7489806322	691
801	-33.4102817679742	10018.786191656445	369
802	107.00198503696288	10052.269639106062	965
803	216.49207408521286	54.10245314212454	1001
804	207.01965040303844	52.42171338820585	1075
805	218.96663363251938	58.59302795209798	954
806	-142.2147711152509	18.77931256360795	2000
807	-74.82630311942168	10008.328621963867	239
808	215.9810148570544	56.763112082110915	970
809	210.9780081586098	52.02360982215034	1076
810	218.0976258065813	58.30429984222791	966
811	95.3121945300471	10051.214520465697	918
812	217.52545265694565	57.333563688287526	957
813	-68.37209424895654	10006.949840152965	201
814	210.94172705447264	51.85174546958589	1070
815	-34.72841515678144	10014.46206840741	393
816	-77.7185954557547	10005.144691314548	146
817	214.49151040432704	53.69055166838997	1008
818	211.48231397596055	53.708733689677764	1009
819	-16.87926331856721	10020.43454560819	492
820	214.5888212919772	56.32121820036895	974
821	-12.39111465271833	10024.794118371494	395
822	214.9410756528892	57.56578501415087	981
823	217.1256868674007	56.09878305234839	1002
824	210.30091064123047	53.735449998645365	1009
825	216.96874329711673	57.4208494917624	974
826	-29.453212133679457	10026.899322574722	494
827	81.06549875553887	10050.86785470129	968
828	-44.39352083696574	10013.369411537506	308
829	210.8117389122439	52.7350098336855	1020
830	217.324093726032	59.31644168808001	955
831	204.56701375148026	49.538185645040876	1129
832	79.00892708803102	10044.782000426385	886
833	-39.77105010320602	10014.64626176233	387
834	213.53378871936945	55.069907283641086	1006
835	-28.68774848167945	10018.532026852106	469
836	29.143950757642415	10039.272600698887	794
837	221.9458822980195	61.720541129548565	925
838	21.969582400411042	10030.563147051322	643
839	214.91959383254311	54.45705788560733	1024
840	-64.66491282895683	10018.613235033676	425
841	-80.90111259686103	10004.449411317251	196
842	212.29044409379875	52.88738235755429	1032
843	212.65896679577997	52.76324300663508	1032
844	212.3399590869814	52.72267538617604	1022
845	210.4375171480678	50.69070088658794	1063
846	216.9289247589777	56.26187488667497	970
847	212.48651603282937	52.90927500443792	1010
848	-25.499327335179657	10017.98520415808	594
849	-41.7067078402881	10013.503695406334	349
850	-45.85594546280165	10014.852359966326	281
851	208.31068794750595	49.372601686164465	1069
852	36.53883275237803	10035.50399707874	656
853	215.06016571210128	57.33372074774885	971
854	201.07049170231394	49.550204456263636	1154
855	214.55999835558822	54.699153812535855	978
856	203.9714242672344	48.40804591507781	1166
857	98.06498335800833	10051.328255382085	922
858	218.4373156025087	57.79298408579849	960
859	215.9524030109333	54.82416619055027	979
860	-19.588160176713643	10021.177103122769	387
861	213.26122970798627	54.408892530607936	1002
862	206.6018372519586	49.3795587277354	1060
863	219.93178330908637	59.41393931715639	928
864	14.550484428583644	10026.732550529685	594
865	212.9543444169172	53.9209826981498	1020
866	213.91610111476388	55.19907822263736	1000
867	212.70600451610858	51.37366352150603	1052
868	88.99297182269223	10049.884432335457	885
869	217.4888939092254	54.6420588321952	982
870	104.74376051702785	10052.251510546123	984
871	-54.76950483973189	10022.839262714235	474
872	215.59733457191703	57.61873396559925	961
873	214.59821932917848	54.96039967920165	984
874	8.961196802297636	10031.978766777842	765
875	57.54445652719241	10038.097495248472	823
876	14.505818398596304	10031.07225407671	551
877	-69.53150289168586	10011.272089824806	242
878	213.19551816766966	53.2871793408618	1021
879	210.92695212449345	51.56529923794476	1022
880	217.05457419873977	58.34788626146678	971
881	218.30750901274084	57.51913776074718	948
882	216.64738495868286	57.95537109331214	980
883	216.21012118402638	56.150005234043036	973
884	55.454258313999986	10040.75844130118	787
885	216.78596827011606	52.62885899521881	1007
886	214.55520462659453	55.81451590655224	978
887	211.93585145157817	53.12255699172977	1013
888	213.81610585143676	54.138910112252155	997
889	216.42391533870494	54.8184416149656	982
890	212.31453196519686	53.50129073035448	1034
891	217.63264138609	57.70649276895062	941
892	217.40649917336552	57.637739619100486	950
893	-3.476377957043539	10025.715383788616	504
894	-55.808055483035815	10009.73399906825	332
895	-27.038205104996763	10020.82493886913	443
896	218.56280713528346	57.58056552738288	938
897	-36.15285535821035	10017.128318629384	366
898	212.09207983095325	53.2741181050397	1011
899	-19.10346532814941	10022.51050728985	387
900	210.89123668262673	52.7712632320081	1005
901	207.1355168330828	48.99079991001256	1085
902	218.77295798337704	59.123012696883684	935
903	211.0091435905738	54.59989356292623	1020
904	218.40595736017139	58.10514893981077	941
905	210.68527193206478	55.47285678404101	1026
906	220.9151845192726	60.30706692210933	919
907	214.2561330264792	54.60965853581787	971
908	216.7141925120311	58.565298817548616	958
909	218.41904441804067	59.534460673326805	928
910	212.65457805034552	55.51984806332552	970
911	-9.019812894127668	10028.746658954662	511
912	214.0765795689305	54.307399766027864	986
913	30.44583225169282	10036.242038118264	575
914	219.33092002125235	58.40097353479104	953
915	214.2252210709186	56.717011551707095	973
916	-49.07118886165692	10012.54248668125	296
917	205.43437102889965	49.69235283810438	1117
918	20.41889637869824	61.23557205817859	2000
919	218.90055929019363	59.7201445163409	929
920	217.4319460416276	58.157170250449894	957
921	214.43444872339563	54.433285510305964	989
922	211.994496287283	52.68215307279033	1049
923	211.16367496368997	53.32778743322025	1065
924	216.4510381365403	56.04482340263353	974
925	99.32997010512685	10049.803800560152	998
926	212.8985732953858	53.781928080163226	1025
927	214.3745404138696	57.580375986073996	997
928	215.45372948508756	55.55649508790969	989
929	209.27216751915975	51.68695440270909	1043
930	-74.60122056043937	10005.290514467972	190
931	197.07010121698585	52.02342773326932	1215
932	213.43277692215491	56.644801051772106	993
933	216.27724539437403	56.397889176391075	970
934	-8.218972119747917	10022.107544169838	469
935	217.35859248428585	57.6080381196653	985
936	214.67064700800213	54.4571009477451	978
937	214.13703878983688	54.266569082083045	991
938	-28.09016272565539	10020.032885397459	356
939	53.97379469793313	10040.017542279757	862
940	210.56862598624048	51.525895392841115	1038
941	-51.729291016603455	10012.194021361298	263
942	215.75462694331216	54.41003143600202	1001
943	211.83889610519577	55.42463134579465	996
944	219.34657944280173	58.01989913719125	939
945	218.40029666011904	60.12355895626293	950
946	212.7753081418201	53.60937825267577	1000
947	220.3888754673135	61.057175805229825	916
948	42.92072151405716	10038.008180326411	729
949	220.6701527680582	64.5787967169925	874
950	198.7713120252541	62.23868794614372	1181
951	214.3320601824887	54.955935984646594	1009
952	215.2420802262956	55.549817966496114	978
953	214.5843860415292	52.85013191168844	1006
954	211.75093271206362	54.83298421661033	1004
955	218.60071303500163	57.42999344272642	951
956	216.11876225734986	55.707214107970145	965
957	212.73548283211903	59.74120478466307	986
958	34.46758964058776	10034.154272810976	646
959	218.9035504857036	58.45226017488735	959
960	215.29652705180322	59.57286523738533	982
961	204.9074070741337	54.076444632583865	1070
962	218.8873004509865	61.32207592256782	925
963	214.52219485550626	54.51903818292937	999
964	-59.60473518472037	10008.72535735968	301
965	212.31660483602195	50.92104910305554	1018
966	217.07502963846176	56.1090020782568	958
967	216.2852932696746	58.85397384134546	950
968	218.03471083818732	59.88672459876623	939
969	214.34209297557143	52.382166259259776	1015
970	217.33844726153478	56.257322239117094	948
971	218.83978198561837	57.76307285539711	952
972	201.65829689241747	49.52521137640491	1186
973	215.8820368740759	58.041143114416855	963
974	215.8369287830426	54.675182479972406	982
975	217.18201551433728	54.9047025138805	972
976	60.32440971817806	10040.587602779482	870
977	210.83804825858644	52.33184573451127	1018
978	215.60423447926652	55.39493381367125	958
979	209.27801782851844	53.832521581070125	1047
980	210.29494957592058	54.73814326284797	1040
981	216.64912030540296	58.05706604070516	957
982	219.87878149154758	60.425703994289435	925
983	215.82342185748357	55.42949257428197	975
984	210.14208611363108	51.64243988398825	1051
985	219.98917551396778	61.4429959754023	908
986	212.3301309400536	53.21565901232584	993
987	214.7188874678483	57.04691450367921	978
988	212.26778531002964	52.38685585345484	1038
989	213.036495897532	54.192429847544304	1034
990	217.81465930094078	56.514443895080795	970
991	-11.55904398012855	10030.172094259511	501
992	212.1172476151695	53.61585541942018	1033
993	215.9227404184919	55.48405099398578	988
994	218.94814390192187	58.696190168296276	950
995	207.97841775054036	52.13154909913045	1043
996	211.17375671410898	52.83687124383389	1057
997	20.231640434081797	10032.410807686467	558
998	216.01028709274854	57.49476722409615	965
999	214.34368505145062	55.339749712644	959
1000	217.65302819441152	60.173743438812764	948
1001	217.57772798559625	57.71946521326897	932
1002	220.4081666539259	60.798613127808935	920
1003	220.08504736412397	59.51855874823193	936
1004	207.13840439520456	52.63966184858461	1056
1005	219.55741509960978	62.575363191996196	872
1006	219.88663038559508	62.18873531556635	900
1007	216.1529432464914	59.96165161293208	926
1008	218.02469778034447	59.06114298843724	929
1009	217.29215372457222	57.213526919016914	947
1010	84.24552803545586	10048.875481485768	824
1011	32.372684764430375	10032.929201082114	629
1012	22.87389447467679	10033.189526013735	541
1013	211.22515029352127	55.3236297650926	964
1014	17.24387979887439	10028.861299255446	572
1015	55.59946413506705	10040.459111698176	770
1016	15.101107995941533	10031.61328948978	575
1017	204.60772593784543	49.9965777882395	1089
1018	210.89210088863888	53.045781426728134	1001
1019	214.1492753682637	52.364099354092275	1001
1020	204.76401248899586	47.00365041850814	1145
1021	215.6122892193877	57.01860456189278	962
1022	3.1763503376284206	10024.309595432205	724
1023	216.32637382370905	56.48803201509609	971
1024	215.622056492819	55.746016459941295	954
1025	219.0069518293101	59.79998335353064	925
1026	75.23050662612283	10049.885280305223	729
1027	212.54215604771133	55.17483466308202	984
1028	208.2472003124999	51.70102667859234	1089
1029	219.28738674975318	60.51564851368277	915
1030	212.95083464790218	52.427797244377594	1009
1031	215.89835300450054	57.009722466513864	975
1032	21.314243033036334	10035.670593527899	646
1033	218.40781195820338	59.048023956912864	928
1034	216.34732747212325	56.067811395745686	969
1035	-48.15632263681822	10016.564619781315	249
1036	212.2538482484767	54.79117873822446	988
1037	211.46484616681425	54.64709202866633	1016
1038	218.1540531979463	60.192198843941355	908
1039	215.5141288588965	57.085231831937264	993
1040	209.85123026726387	49.9431723135575	1061
1041	-40.10532017227213	10016.90321050891	309
1042	214.46916236358123	55.9213477219576	975
1043	222.98330898219217	65.41541828575716	870
1044	212.2521990277424	59.03353434864356	1009
1045	212.31663189572836	50.28031549803261	1046
1046	216.6897105609457	56.24665241003078	960
1047	220.07386605281323	60.27935048279602	923
1048	219.29504334944974	58.42121526050352	953
1049	100.53762751494332	10060.208088230844	887
1050	216.65869686989882	58.84073013875125	940
1051	221.77791671138465	61.87828168907917	909
1052	213.95511759842717	57.73908710536556	981
1053	212.19343408936606	53.41409438635625	990
1054	220.40196427667217	63.53918022741653	880
1055	219.4891862265866	61.50901253932124	924
1056	214.3202651435652	58.067957770585764	967
1057	217.4167409804977	56.32821240016107	961
1058	218.07148262925838	58.89428991465603	936
1059	217.66086776737595	59.16985508959091	971
1060	-43.65368465909707	10014.342252104627	301
1061	212.42723721816984	52.44947630185283	1006
1062	217.0061586387689	58.482576812657875	948
1063	214.90669848452285	57.03399304454524	966
1064	217.55765937167402	58.822645360460996	933
1065	217.19027077929042	57.082876196507804	940
1066	56.90540457235423	10040.243214723634	717
1067	212.25466360886142	53.28990431381016	1005
1068	219.56805094903794	59.64385832283031	937
1069	217.63778823952137	56.272950125402154	950
1070	221.31167187694834	63.089913860370416	892
1071	216.15627894177427	56.20551756678503	953
1072	219.52032431682196	61.09037972437217	927
1073	38.45282091954098	10033.901539355124	715
1074	218.76693227329002	58.12763974873801	939
1075	104.1734837133798	10055.988161843445	1001
1076	-32.028832342925014	10017.868917977716	419
1077	219.50022911666676	59.99728884550301	933
1078	216.0382331743675	57.8351488233698	947
1079	-70.40622954240246	10007.145002361229	195
1080	216.12879043288916	56.62247379187713	967
1081	219.00110298532067	61.21352252118577	923
1082	218.2870454169855	58.94074655978002	958
1083	33.0921474798248	10039.378900302156	590
1084	217.5276273523262	57.92100207097537	945
1085	214.4121178210201	54.896925048567226	967
1086	215.11451353843714	55.985332242694696	984
1087	219.5397851094592	58.49425926298762	929
1088	219.3230121353271	57.655500152630495	947
1089	220.2573453755697	61.2222247353751	915
1090	217.095811117469	57.83811837665886	957
1091	221.23117492795149	58.39849901950071	943
1092	211.84634363278374	57.581480901097216	977
1093	216.72999245134673	57.86816893958941	931
1094	216.9562139351453	55.648429018185965	959
1095	219.20765726383107	60.02179851912256	951
1096	217.59021163542502	57.53279197797986	976
1097	216.21918000066657	57.87966228843245	963
1098	215.92553674404255	56.293671155371634	976
1099	218.398353474329	56.46622284605357	972
1100	217.46519950999647	57.60940603567453	949
1101	211.91482515489585	55.033239722672185	1009
1102	214.2251217600634	54.15558410213637	986
1103	211.6627848310144	55.30833954578841	1001
1104	210.28540563526948	52.482558331063515	1034
1105	212.82226721468388	52.91285750272501	1028
1106	30.55402845768961	10035.951965719989	572
1107	216.83929765317873	58.340752068831186	969
1108	214.8660486815929	55.86890150350841	967
1109	215.57053780928834	57.550896836623544	961
1110	218.56228881563317	58.623825449151525	948
1111	218.19013301000555	59.83026413945825	945
1112	213.13598020139375	55.3465949943871	991
1113	215.34320247628955	57.87328607250892	990
1114	216.4555487295727	57.45069948965712	955
1115	214.48947840951107	54.31553285832255	983
1116	-40.03077939610191	10016.042146355412	296
1117	223.70861820464816	64.6143615068102	894
1118	216.73054084992967	55.43239143085473	974
1119	212.82407875090723	53.88257045985864	999
1120	221.83842641032928	61.41978658000518	924
1121	220.83697053224193	61.42004939783599	904
1122	-27.870799846219484	10020.459162928651	329
1123	212.20632456098764	52.7342346238953	1018
1124	214.41336559545624	54.51521508583669	1001
1125	219.8504225945953	61.14562361120468	932
1126	218.14846968314296	59.39189496126775	925
1127	220.05408932718032	63.43354950201455	871
1128	220.60387823032283	62.124032086288906	909
1129	212.29270099567714	52.49007245974922	1015
1130	212.4357525593419	55.832628741237954	964
1131	221.08212583353313	61.24615242161793	908
1132	218.5424482957579	60.528861343246	920
1133	219.1684150760041	61.03484441616562	925
1134	220.35564160334644	62.81792025380042	883
1135	217.93511101745085	58.70269844885454	939
1136	220.08679016995808	61.54594222567203	905
1137	218.0256680011399	58.286699721215165	938
1138	-78.57581349386682	10017.640988370475	247
1139	100.18346850185512	10072.224554813542	890
1140	-109.05718455763684	10008.087023528518	116
1141	68.10126113852343	10051.16189501151	774
1142	34.10305317145716	10042.33388031177	742
1143	-97.80227100873125	10007.541944621544	181
1144	-93.81503448538214	10005.522981978354	201
1145	45.14478298066001	10048.893902039332	735
1146	-96.72717749593119	10003.029583445155	148
1147	-55.96099425217389	10012.979480537975	253
1148	-110.28193253454381	10007.769446259927	138
1149	-92.47485213779893	10007.940724074955	179
1150	-96.10371763141106	10012.342665748602	187
1151	-21.199445874211676	10023.96138156168	471
1152	-107.58636965041602	10006.49958828769	123
1153	-103.8125146308522	10004.772421366144	112
1154	-78.55524726734026	10009.91041248285	236
1155	11.227916079414626	10032.828939835397	631
1156	-23.602424450495107	10022.658979739677	485
1157	-84.11493137950126	10007.151481414623	194
1158	-36.330703003961084	10022.397157480578	367
1159	-100.17571645204632	10003.851431636296	107
1160	-70.20699576508227	10011.696842365462	266
1161	-6.986053498204853	10030.26737613638	575
1162	-74.5306557545554	10008.714970471761	263
1163	29.679275585745955	10038.674211577772	660
1164	-88.23677855366182	10006.196482922825	195
1165	43.605712881774	10039.170299931382	688
1166	-61.9437774859406	10013.910415588882	285
1167	-75.80153886579554	47.20284420003889	2000
1168	-49.57175742526015	10013.380956589459	351
1169	-21.135229481777557	10029.27505061459	522
1170	62.849174122061015	10048.857163629837	1041
1171	207.70131259471472	52.4967503718963	1030
1172	212.54767371306227	51.85336118522073	1028
1173	51.2299196272846	10038.417629104428	865
1174	211.9548990900705	50.96136888356646	1043
1175	-49.28109646983945	10011.648295625002	388
1176	69.9779250957788	10044.216727183117	841
1177	208.98975399688933	51.87356393295111	1046
1178	-91.03516376106198	53.10982073741701	2000
1179	209.83157663685643	53.56121256757858	1006
1180	-128.54505580770433	10022.195828104152	684
1181	-135.9478090973258	10007.883631242341	578
1182	-3.7993852831256163	10026.1503397792	482
1183	214.6608161067821	55.71578406080678	943
1184	116.90234999027463	74.19142969793454	2000
1185	217.95020515949233	61.040674150825026	902
1186	-58.928097701114645	10009.098166775311	277
1187	209.08210196321434	54.0445883115865	1033
1188	212.88089341735042	54.85818155871388	1005
1189	-61.10232267763896	50.408029821368814	2000
1190	-159.46511757700512	27.681242270511618	2000
1191	211.17060368664332	54.9092485316219	983
1192	218.61911538223666	63.11438707281991	893
1193	15.113929068733782	10027.974729155098	688
1194	204.3831544683434	50.70244818098025	1074
1195	204.38226262506868	47.72750884784285	1082
1196	208.56539991864275	57.45667682934882	1025
1197	209.34213609355538	52.94723145989295	994
1198	212.5319290319254	54.99902505590009	958
1199	216.4562100103319	61.004638142546675	899
1200	207.03036798311916	52.99820904667809	1030
1201	202.61800789520981	52.382445694263886	1090
1202	215.5360299722199	58.12125728516036	932
1203	211.76958776413696	53.80752966222196	1003
1204	209.66277889441412	52.03893810875491	1003
1205	208.84402177883777	50.31167831350741	1043
1206	219.96447301551777	60.876082085996	899
1207	213.4206470495344	56.74926030166121	953
1208	212.90211185524564	57.129982831307295	949
1209	215.07365657480625	55.926642831679324	954
1210	209.79229304087573	53.90398943694372	997
1211	213.95007672023485	56.22962291762764	963
1212	211.16508107396706	51.64792409152349	1005
1213	74.79058718066912	10046.974501918608	792
1214	214.11398573074726	58.15091461592277	953
1215	213.64855484095824	56.189454686336745	953
1216	216.07744798504896	59.68539280351926	901
1217	212.4427687849439	53.195891750376674	985
1218	216.8400902599355	59.66945724970747	904
1219	213.45229116520383	55.96584239966277	967
1220	215.95465928348793	60.15993215726504	911
1221	221.03437665599338	61.54425269616512	898
1222	218.6269877674832	62.86899399872292	885
1223	214.84924907607643	57.250829183652044	949
1224	215.6792887293377	59.033052785413894	916
1225	59.955380749173344	10043.40557555881	904
1226	209.9718504661552	52.388350954326256	1024
1227	217.01619012238453	59.52835388749147	907
1228	215.31921800074528	56.34969712014776	958
1229	215.43165377198568	59.82312438025852	905
1230	211.4919809059139	55.488543924568745	1000
1231	217.90577244093953	57.85323299971046	928
1232	214.38322634504303	55.47552087799857	998
1233	216.643855941198	59.363129363202766	942
1234	219.7514629555462	59.40521560975462	920
1235	-22.028912595963803	10020.92644862289	475
1236	213.7236167601939	56.85558290101426	948
1237	215.38653400478435	57.901654001757464	946
1238	223.70894706889845	66.96272690737827	852
1239	217.81247381300665	58.749224376025154	913
1240	216.51913125560014	57.05465507803129	936
1241	207.04373095725643	52.42895536800697	1077
1242	214.5219878754337	56.89303907851208	938
1243	210.24960003258525	54.55509095919534	1008
1244	218.6910835886005	63.50671289176757	886
1245	218.94680092854247	61.24897843301571	900
1246	224.69948963672087	68.67078399423372	829
1247	216.55993755093914	58.396712579873096	929
1248	221.9145645685462	63.96156084501266	867
1249	215.1211647717422	56.88336217116644	948
1250	20.136899175889226	10033.891520197009	644
1251	-25.973741126763528	10021.765667175352	374
1252	-66.86322227122955	10007.793796340422	206
1253	220.2074725310697	59.98381471740831	908
1254	221.958568492676	64.58646902550028	870
1255	219.8889757836806	61.27682429658294	900
1256	214.5878474638982	56.11081800743016	984
1257	213.65045316355574	57.86580841770535	945
1258	215.91766482558359	57.75795643468542	920
1259	217.90615563966168	59.85010337630546	940
1260	218.1459211775195	62.12422894280515	882
1261	213.9524744418241	55.28645076356875	965
1262	214.54550105896797	56.77119616892408	967
1263	214.71614002487968	58.237603319939666	964
1264	216.24329334807985	55.220693553995616	964
1265	211.4165254159659	57.04899753083616	976
1266	215.84633318899813	56.70727664169995	957
1267	220.74260831105948	62.61455051741458	893
1268	216.97825853950096	60.12539862696626	920
1269	217.0516999571309	58.94247930764879	940
1270	217.41680430953252	58.484644934751195	936
1271	220.69428660691003	62.65144888913329	883
1272	215.78363135329263	55.44974125345227	953
1273	217.17164395535514	59.52124736949984	946
1274	216.06044562270696	55.626963728675626	965
1275	220.3646472913063	63.37441657188699	885
1276	215.4517011222327	59.779420426697186	906
1277	217.0055052509727	57.452606671068395	945
1278	215.07090234292545	60.33835077211118	901
1279	220.26021194028465	65.67024696911358	840
1280	222.10048622266513	63.60056122332952	884
1281	221.71724327150326	65.39188869585153	857
1282	-54.11565839777536	10010.266979325033	319
1283	213.53630560283585	56.81998802878709	944
1284	-83.28070413033788	10005.886639081213	186
1285	221.67657115449418	65.43735701338167	863
1286	215.41127829015034	56.67517565537813	969
1287	111.8166985506511	10059.701030202039	891
1288	215.58612738291407	59.500073082680785	921
1289	215.53878095922278	57.03072883914685	957
1290	220.64534860228466	63.53608383244727	863
1291	214.7714471987192	57.89856155637972	949
1292	214.3087500613732	58.68318141667121	936
1293	217.72859331818017	60.084234963556334	943
1294	211.268744068204	54.43241620787265	961
1295	217.80282443856828	60.704903800252296	920
1296	219.1394367904007	60.81580728531288	893
1297	216.85930452236977	58.36896989115266	927
1298	215.79411699406904	59.64243275254907	926
1299	216.65291667579788	57.72755335256469	918
1300	220.65863685278094	60.81537489125249	902
1301	219.9892571417937	60.360921622730714	910
1302	218.39809169021973	59.62570640711573	912
1303	215.11720410916075	58.27299184736035	936
1304	222.33854656577992	62.715439860159584	886
1305	217.54925209227164	62.32999273508083	898
1306	87.86703669140994	10048.088854061989	909
1307	218.27176983449982	60.04600533813167	930
1308	214.0544158892448	55.99903225946962	977
1309	220.29370969113793	60.491240821719636	900
1310	213.63809050240593	57.549983878896775	931
1311	-60.10049667139595	10012.872671342127	287
1312	221.85969401608742	64.9803642257968	856
1313	222.8852959733393	64.8712528975661	855
1314	218.41846409412594	60.95861362199979	913
1315	216.39959812950065	60.00602283188769	906
1316	216.5045461945116	56.847335721824024	949
1317	220.33498083792384	63.10981177637008	872
1318	215.44421388251507	57.5400236589564	933
1319	216.9431228424132	56.146329719056574	968
1320	218.92867475697886	56.969508578976075	966
1321	219.64226162590086	59.899499516646344	918
1322	216.17266547722352	59.27925636093159	928
1323	93.39802912743079	10052.964167984688	978
