count	reward_sum	squared_reward_sum	length
509	233.71582923513714	81.06778644726539	728
510	232.4770279985136	79.26585568370555	740
511	233.98537106420716	83.46863354067476	714
512	232.76244724567647	83.01869497574059	709
513	233.49360351623557	85.50633826251976	692
514	233.42452447871085	83.16407415381187	714
515	233.63411981427865	84.9370629923328	698
516	232.09535704592912	83.56515190501801	703
517	59.79758316402442	10057.174567111759	506
518	232.92851551647428	82.79785280422642	709
519	233.10500194599447	84.52588520973396	694
520	233.4844971758936	82.32851529063986	717
521	233.38865945711208	82.01645648270517	725
522	233.27154885975173	84.72000838409883	698
523	233.15885375196746	87.66448108803229	677
524	232.59345467605075	85.64424612063804	691
525	232.9662750285495	82.25563748742248	716
526	232.40079495766594	81.15306136108676	728
527	233.21883062894733	84.04213837647082	702
528	234.9515493865443	86.27566339840887	692
529	232.55643216591855	82.36971803334123	715
530	232.77910812031917	83.52205427433172	704
531	233.15773085896984	82.9492755279141	711
532	232.34992343554296	83.45366459442873	705
533	231.27622383090375	80.36449414311318	734
534	231.94458994203538	82.60561766792364	720
535	233.11998449020257	83.6253080821317	716
536	232.7705642915831	84.74372519386854	699
537	232.7780817734478	85.13417809218927	695
538	233.63722858506196	83.13389492316342	715
539	234.30843059682323	86.56562650110338	688
540	232.87324211301853	84.78947387605308	695
541	232.7024572123173	85.54975923401297	692
542	234.07986177564223	85.73658615396023	700
543	232.87982623706705	83.23307016120073	714
544	233.3660421233994	83.0503217814788	710
545	232.8224215705591	83.74492202960191	711
546	234.67245297475694	86.00583946053337	694
547	232.69735158060277	86.40154548669268	684
548	233.16189103787548	85.00161204556069	698
549	233.28979147339965	85.17402411882514	696
550	232.56204368908584	82.19019144504217	718
551	231.8933073319192	84.28542835288249	703
552	233.62154775204908	83.74879100052406	707
553	232.8220749190301	85.96767638929192	688
554	233.99126655969886	86.1496724333944	693
555	233.60219559526888	86.51195880062278	685
556	232.66739193373593	83.20293211826385	709
557	233.64618384257284	84.35821744417427	701
558	234.89081499037076	87.11563020846143	686
559	-83.72382577403638	10003.82647900193	116
560	233.78485839006987	85.7126458835364	699
561	233.19194139846968	83.29234321841069	714
562	233.6823215910558	85.45919985120237	700
563	234.1013448283252	86.4817722102566	693
564	232.2766245093275	84.1898004657281	706
565	234.38526920378567	86.11215018316368	693
566	234.52272069387362	84.60181662483159	707
567	233.8050880121619	85.6998624581408	701
568	233.62941765835413	84.79868036768832	695
569	233.88139480374693	84.16143420348075	704
570	232.7313533276928	84.13256111276779	706
571	234.87312811278449	86.81057853769978	690
572	234.45446895569077	85.37672901863762	705
573	234.11201434402344	84.3065023764143	704
574	232.92989137619364	84.36678532804522	701
575	233.99137097207804	87.88246349220042	681
576	232.464668659064	86.94630290477231	681
577	232.2477191736043	84.82062443007733	697
578	233.20129179022229	86.57557141605042	686
579	234.79923321703984	87.6741422459125	689
580	232.21857523834132	85.17014351877553	701
581	235.3052379347202	87.25945842393746	691
582	233.62183391286305	85.06149196280978	696
583	233.7872699490679	84.94945343785824	698
584	234.23012507767987	85.92135263694621	695
585	234.44144048430394	86.66360319229835	693
586	233.5965592607033	84.96181402862301	700
587	232.80602117731317	82.72093286223335	712
588	233.3916178905443	84.90619324413909	697
589	233.66546283407456	84.19453371022057	707
590	233.886353828982	85.77264947869514	691
591	233.23440708492925	84.11361175214712	707
592	233.51407268663363	84.8911478309301	697
593	233.97662199161894	83.19760377163273	711
594	233.9855324074414	86.37906823324947	690
595	228.65953836229733	82.71565474165192	691
596	234.18325263765803	87.02983897086736	686
597	233.35624662395267	86.28850368273746	687
598	234.300392081792	86.44735086343154	691
599	234.26934978790027	87.96884660158668	680
600	231.6885174998314	83.6317964954096	701
601	229.93229881160005	82.41755972043231	701
602	232.73482332774915	85.83150889344945	687
603	13.88567120842427	10038.539470553553	393
604	232.88043285872558	84.43463160822273	702
605	233.79902494908498	85.49785846849299	694
606	231.99885108987374	86.11544378695945	684
607	231.8199210139387	85.63011218416977	686
608	232.16113694450937	85.38458974915892	695
609	233.25794660840398	85.74601713165943	697
610	233.8120572152715	86.54108258826719	692
611	232.67848974215934	87.26084801009229	678
612	232.8702476235506	86.86019741965126	682
613	232.89899182836223	86.47182455997799	689
614	232.16238972058656	85.04433619155095	696
615	232.49101618857958	85.92212550922147	685
616	232.03937592017863	87.19938862849362	675
617	231.0813983254304	86.46372934843775	672
618	234.54739078258402	88.00238586191254	678
619	231.7791642504047	85.50410343163372	691
620	231.5088690569947	88.66517657921442	661
621	233.00872231403972	85.58382073514503	689
622	233.27621236157765	86.3059442360435	686
623	-73.69074884266506	10006.941918449425	152
624	232.82270255860593	84.72315740254545	701
625	231.79854460084613	85.12279618684043	692
626	232.92324756499593	87.0284970297206	682
627	233.61654577136332	86.83637455975692	689
628	232.44840300723982	85.104650076023	693
629	234.33331354279625	86.97967103440217	685
630	233.50693381363928	83.93140195516371	709
631	234.1555025240825	84.45010413558654	705
632	233.92760392707547	85.94290571081547	702
633	233.8844925838589	86.15009548696374	695
634	234.88205817829265	84.54911950523953	708
635	234.26885804344855	86.92894130802392	692
636	233.50500809606868	87.48463845066281	686
637	-70.6053346798586	10008.05182454249	159
638	234.6847048312509	86.58937834575934	693
639	233.7877687459203	87.00926232813954	684
640	234.19203623888967	87.8926129106294	676
641	234.1634966682677	87.20043275949358	679
642	233.8083238546284	86.37096714970711	688
643	235.14394445902738	88.3443130858429	679
644	232.56686512684047	84.58626128756347	697
645	233.56749971299422	87.48191388436582	682
646	232.97342025945017	86.36194181512049	685
647	234.363230811914	85.67726795314157	698
648	234.20763115872757	88.04064901167824	680
649	233.4055365197939	86.19749848299398	694
650	234.37179124992088	85.12829252346467	701
651	233.45731298452054	87.76373504280235	678
652	233.15811980824972	86.51035852438663	683
653	233.14027676174905	85.474199908628	691
654	233.2487210031263	86.02447177521618	685
655	233.14719468720304	84.81385961943353	699
656	233.4508269072033	85.46398589862808	698
657	232.66874148592402	83.3487218318714	711
658	233.9739041994152	87.42713383973441	685
659	233.12200929573947	86.14145211065453	692
660	234.4861285813082	86.87943621003797	686
661	233.72740699547887	86.36820337957796	684
662	234.35176634311344	84.4952637233811	705
663	234.6030460087926	85.77988005436883	700
664	233.5207749797396	84.53396794789997	707
665	233.6236709685873	85.69338930134435	690
666	233.943780002723	86.05696025842596	698
667	233.99866897773433	88.41045327114203	673
668	232.87362841229995	85.10223173740658	691
669	234.23069444745917	85.20231852052896	698
670	233.74201469051584	85.33878257886326	693
671	233.79552114069804	84.2644648157512	707
672	232.8645095924702	83.29553910998635	707
673	233.4598735525496	82.64111437470173	717
674	232.23807629234517	85.72284705005896	684
